IDMAEEDO;TIDO;NUDO;ENDO;SUENDO;SUDO;FEEMDO;FEER;MODO;TIMODO;TIDEVE;TIDEVEFE;TIDEVEHO;PPPRNE;TAMOPPPR;VANELI;FEEMLI;KOFULIDO;LILG;PRCT;NULIDO;FEERLI;SULIDO;BOSULIDO;LUVTLIDO;KOPRCT;UD01PR;NOKOZO;IDMAEDDO;NUSEPR;CAPRCO1;CAPRAD1;CAPREX1;UD02PR;CAPRCO2;CAPRAD2;CAPREX2;OCDO;OBDO;NOKOEN;ZOEN;DIEN;COMUNA;TIPR;NOKOPR;PFPR;FMPR;RUPR;MRPR;STFI1;STFI2;PRRG;KOPRTE;ENDOFI;UBICACION;OBSERVA;
      515939.00000;"NVV";"0000425836";"13732";"";"004";"15/09/2025";"29/09/2025";"$";"N";"";"29/09/2025";"";       42990.00000;           1.00000;     3033374.00000;"15/09/2025";"PBV";"SI";0;"00015";"29/09/2025";"004";"006";"37";"PCA907BASE056";"GL";"";     1653556.00000;"";         288.00000;           0.00000;         100.00000;"BD";          72.00000;           0.00000;          25.00000;"1204603";"CAUPOLICAN N957, TEMUCO";"ELECTROCOM S.A.";"";"CAUPOLICAN NRO. 957";"TEMUCO";"FPN";"ZINC ACRYL BASE INCOLORA 4 GALONES";"0001";"003";"01";"";         288.00000;          72.00000;1;"PCA907BASE056";"";"";"";
      515941.00000;"NVV";"0000425837";"13732";"";"004";"15/09/2025";"29/09/2025";"$";"N";"";"29/09/2025";"";       29990.00000;           1.00000;     2159280.00000;"15/09/2025";"PBV";"SI";0;"00001";"29/09/2025";"004";"006";"37";"PCASMARTBO06";"GL";"";     1653559.00000;"";         288.00000;           0.00000;         100.00000;"BD";          72.00000;           0.00000;          25.00000;"1204594";"CAUPOLICAN N957, TEMUCO";"ELECTROCOM S.A.";"";"CAUPOLICAN NRO. 957";"TEMUCO";"FPN";"ESMALTE AGUA SMART COPPER BASE OSCURA 4 GALONES";"0001";"003";"01";"";         536.00000;         134.00000;1;"PCASMARTBO06";"";"";"";
      515941.00000;"NVV";"0000425837";"13732";"";"004";"15/09/2025";"29/09/2025";"$";"N";"";"29/09/2025";"";       39990.00000;           1.00000;     4158960.00000;"15/09/2025";"PBV";"SI";0;"00002";"29/09/2025";"004";"006";"37";"PCA960ECOPBL6";"GL";"";     1653560.00000;"";         416.00000;           0.00000;           0.00000;"BD";         104.00000;           0.00000;           0.00000;"1204594";"CAUPOLICAN N957, TEMUCO";"ELECTROCOM S.A.";"";"CAUPOLICAN NRO. 957";"TEMUCO";"FPN";"ESMALTE AL AGUA COPPER 960 BLANCO 4 GALONES.";"0001";"003";"";"";        1064.00000;         266.00000;1;"PCA960ECOPBL6";"";"";"";
      515942.00000;"NVV";"0000425838";"13732";"";"004";"15/09/2025";"29/09/2025";"$";"N";"";"29/09/2025";"";       55000.00000;           1.00000;      269500.00000;"15/09/2025";"PBV";"SI";0;"00001";"29/09/2025";"004";"006";"37";"PCA106BLANCO6";"GL";"";     1653561.00000;"";          20.00000;           0.00000;           0.00000;"BD";           5.00000;           0.00000;           0.00000;"1204632";"CAUPOLICAN N957, TEMUCO";"ELECTROCOM S.A.";"";"CAUPOLICAN NRO. 957";"TEMUCO";"FPN";"ANTICORROSIVO ESTRUCTURAL BLANCO 4 GALONES";"0002";"003";"01";"";          72.00000;          18.00000;0;"PCA106BLANCO6";"";"";"";
      515942.00000;"NVV";"0000425838";"13732";"";"004";"15/09/2025";"29/09/2025";"$";"N";"";"29/09/2025";"";       28990.00000;           1.00000;     2045534.00000;"15/09/2025";"PBV";"SI";0;"00002";"29/09/2025";"004";"006";"37";"PCA912EIFSIN6";"GL";"";     1653562.00000;"";         288.00000;           0.00000;           0.00000;"BD";          72.00000;           0.00000;           0.00000;"1204632";"CAUPOLICAN N957, TEMUCO";"ELECTROCOM S.A.";"";"CAUPOLICAN NRO. 957";"TEMUCO";"FPN";"TEXTU EIFS G-10 BASE INCOLORA 4 GALONES";"0004";"003";"01";"";         632.00000;         158.00000;1;"PCA912EIFSIN6";"";"";"";
      515942.00000;"NVV";"0000425838";"13732";"";"004";"15/09/2025";"29/09/2025";"$";"N";"";"29/09/2025";"";       30990.00000;           1.00000;     1093327.00000;"15/09/2025";"PBV";"SI";0;"00003";"29/09/2025";"004";"006";"37";"PCA912EI10BL6";"GL";"";     1653563.00000;"";         144.00000;           0.00000;           0.00000;"BD";          36.00000;           0.00000;           0.00000;"1204632";"CAUPOLICAN N957, TEMUCO";"ELECTROCOM S.A.";"";"CAUPOLICAN NRO. 957";"TEMUCO";"FPN";"TEXTU EIFS G-10 BLANCO 4 GALONES";"0004";"003";"01";"";         516.00000;         129.00000;1;"PCA912EI10BL6";"";"";"";
      515942.00000;"NVV";"0000425838";"13732";"";"004";"15/09/2025";"29/09/2025";"$";"N";"";"29/09/2025";"";       28990.00000;           1.00000;      568204.00000;"15/09/2025";"PBV";"SI";0;"00004";"29/09/2025";"004";"006";"37";"PCA912G25BIN6";"GL";"";     1653564.00000;"";          80.00000;           0.00000;           0.00000;"BD";          20.00000;           0.00000;           0.00000;"1204632";"CAUPOLICAN N957, TEMUCO";"ELECTROCOM S.A.";"";"CAUPOLICAN NRO. 957";"TEMUCO";"FPN";"TEXTU EIFS G-25 BASE INCOLORA 4 GALONES";"0004";"003";"01";"";         412.00000;         103.00000;1;"PCA912G25BIN6";"";"";"";
      515942.00000;"NVV";"0000425838";"13732";"";"004";"15/09/2025";"29/09/2025";"$";"N";"";"29/09/2025";"";       44715.00000;           1.00000;      438207.00000;"15/09/2025";"PBV";"SI";0;"00005";"29/09/2025";"004";"006";"37";"PCA960COPPBM5";"GL";"";     1653565.00000;"";          50.00000;           0.00000;           0.00000;"BD";          10.00000;           0.00000;           0.00000;"1204632";"CAUPOLICAN N957, TEMUCO";"ELECTROCOM S.A.";"";"CAUPOLICAN NRO. 957";"TEMUCO";"FPN";"ESMALTE AL AGUA COPPER 960 BASE MEDIA 5 GALONES.";"0001";"003";"";"";          85.00000;          17.00000;0;"PCA960COPPBM5";"";"";"";
      515942.00000;"NVV";"0000425838";"13732";"";"004";"15/09/2025";"29/09/2025";"$";"N";"";"29/09/2025";"";       36043.00000;           1.00000;      706443.00000;"15/09/2025";"PBV";"SI";0;"00006";"29/09/2025";"004";"006";"37";"PCA960ECOPBO5";"GL";"";     1653566.00000;"";         100.00000;           0.00000;          50.00000;"BD";          20.00000;           0.00000;          10.00000;"1204632";"CAUPOLICAN N957, TEMUCO";"ELECTROCOM S.A.";"";"CAUPOLICAN NRO. 957";"TEMUCO";"FPN";"ESMALTE AL AGUA COPPER 960 BASE OSCURA 5 GALONES.";"0001";"003";"";"";         140.00000;          28.00000;1;"PCA960ECOPBO5";"";"";"";
      515942.00000;"NVV";"0000425838";"13732";"";"004";"15/09/2025";"29/09/2025";"$";"N";"";"29/09/2025";"";       66360.00000;           1.00000;      325164.00000;"15/09/2025";"PBV";"SI";0;"00007";"29/09/2025";"004";"006";"37";"PCA116POLNAT6";"GL";"";     1653567.00000;"";          20.00000;           0.00000;           0.00000;"BD";           5.00000;           0.00000;           0.00000;"1204632";"CAUPOLICAN N957, TEMUCO";"ELECTROCOM S.A.";"";"CAUPOLICAN NRO. 957";"TEMUCO";"FPN";"STAIN POLIDECOR NATURAL 4 GALONES";"0002";"003";"";"";          32.00000;           8.00000;0;"PCA116POLNAT6";"";"";"";
      515946.00000;"NVV";"0000425839";"13732";"";"004";"15/09/2025";"29/09/2025";"$";"N";"";"29/09/2025";"";       23178.00000;           1.00000;      113572.00000;"15/09/2025";"PBV";"SI";0;"00007";"29/09/2025";"004";"006";"37";"PCA929BOSC06";"GL";"";     1653597.00000;"";          20.00000;           0.00000;           0.00000;"BD";           5.00000;           0.00000;           0.00000;"1204607";"CAUPOLICAN N957, TEMUCO";"ELECTROCOM S.A.";"";"CAUPOLICAN NRO. 957";"TEMUCO";"FPN";"LATEX SUPER 929 BASE OSCURA 4 GALONES";"0001";"003";"01";"";          68.00000;          17.00000;1;"PCA929BOSC06";"";"";"";
      515946.00000;"NVV";"0000425839";"13732";"";"004";"15/09/2025";"29/09/2025";"$";"N";"";"29/09/2025";"";       55000.00000;           1.00000;      323400.00000;"15/09/2025";"PBV";"SI";0;"00013";"29/09/2025";"004";"006";"37";"PCA106NEGRO06";"GL";"";     1653603.00000;"";          24.00000;           0.00000;           0.00000;"BD";           6.00000;           0.00000;           0.00000;"1204607";"CAUPOLICAN N957, TEMUCO";"ELECTROCOM S.A.";"";"CAUPOLICAN NRO. 957";"TEMUCO";"FPN";"ANTICORROSIVO ESTRUCTURAL NEGRO 4 GALONES.";"0002";"003";"01";"";          48.00000;          12.00000;0;"PCA106NEGRO06";"";"";"";
      515890.00000;"NVV";"0000425828";"76117129-1";"";"004";"15/09/2025";"29/09/2025";"$";"N";"";"29/09/2025";"";       40990.00000;           1.00000;      860790.00000;"15/09/2025";"PCH";"SI";0;"00001";"29/09/2025";"004";"006";"37";"PCASPSNEGR006";"GL";"";     1653323.00000;"";          84.00000;           0.00000;          64.00000;"BD";          21.00000;           0.00000;          16.00000;"20535";"RUTA S-30 07724 CAMINO LABRANZA - TEMUCO FONO 45-3208806";"CONSTRUCTORA SANTA MAGDALENA SPA";"";"RUTA S-30 07724 CAMINO LABRANZA TEMUCO";"TEMUCO";"FPN";"ESMALTE AGUA SMART COPPER NEGRO 4 GALONES";"0001";"003";"";"";          32.00000;           8.00000;1;"PCASPSNEGR006";"";"";"";
      516175.00000;"NVV";"0000425854";"76130710-K";"";"004";"16/09/2025";"30/09/2025";"$";"N";"";"30/09/2025";"";       30750.00000;           1.00000;      184500.00000;"16/09/2025";"004";"SI";0;"00001";"30/09/2025";"004";"006";"37";"PCA912SW63856";"GL";"";     1654600.00000;"";          24.00000;           0.00000;           0.00000;"BD";           6.00000;           0.00000;           0.00000;"P02368";"BODEGA PRODUCTO TERMINADO PANAMERICANA SUR KM 649 LAUTARO  +56-45-2535044";"SOC.COMERC.Y AISLANTE SUR POL LTDA";"";"PANAMERICANA SUR KM.649 LA CANTERA LOTE 4 C";"LAUTARO";"FPN";"TEXTU EIFS G-10 SW 6385 4 GALONES";"0004";"003";"";"";           0.00000;           0.00000;0;"PCA912SW63856";"";"";"";
      516538.00000;"NVV";"0000425880";"76415442-8";"LAUTARO";"004";"22/09/2025";"02/10/2025";"$";"N";"";"02/10/2025";"";       14640.00000;           1.00000;      117120.00000;"22/09/2025";"PSV";"SI";0;"00002";"02/10/2025";"004";"006";"37";"PCA960EXOPAR1";"GL";"";     1655743.00000;"";           8.00000;           0.00000;           3.00000;"GL";           8.00000;           0.00000;           3.00000;"";"RETIRA CLIENTE";"GARCES CASSANELLI LTDA";"";"CALLE CARRERA 255";"LAUTARO";"FPN";"ESMALTE AL AGUA COPPER C/COBRE 960 AMARILLO REY GL";"0001";"003";"";"";           5.00000;           5.00000;0;"PCA960EXOPAR1";"";"";"";
      517039.00000;"NVV";"0000425918";"76415442-8";"LAUTARO";"004";"24/09/2025";"06/10/2025";"$";"N";"";"06/10/2025";"";        4640.00000;           1.00000;      111360.00000;"24/09/2025";"PSV";"SI";0;"00001";"06/10/2025";"004";"006";"37";"PCA926BLAN002";"GL";"";     1657342.00000;"";           6.00000;           0.00000;           0.00000;"04";          24.00000;           0.00000;           0.00000;"34747";"RETIRA CLIENTE";"GARCES CASSANELLI LTDA";"";"CALLE CARRERA 255";"LAUTARO";"FPN";"OLEO BRILLANTE BLANCO 1/4";"0002";"003";"01";"";          34.00000;         136.00000;1;"PCA926BLAN002";"";"";"";
      517039.00000;"NVV";"0000425918";"76415442-8";"LAUTARO";"004";"24/09/2025";"06/10/2025";"$";"N";"";"06/10/2025";"";       34680.00000;           1.00000;      346800.00000;"24/09/2025";"PSV";"SI";0;"00002";"06/10/2025";"004";"006";"37";"PCA925COBLA06";"GL";"";     1657343.00000;"";          40.00000;           0.00000;           0.00000;"BD";          10.00000;           0.00000;           0.00000;"34747";"RETIRA CLIENTE";"GARCES CASSANELLI LTDA";"";"CALLE CARRERA 255";"LAUTARO";"FPN";"ESMALTE AL AGUA CONSTRUCCION BLANCO 4 GALONES";"0001";"003";"";"";         488.00000;         122.00000;1;"PCA925COBLA06";"";"";"";
      517039.00000;"NVV";"0000425918";"76415442-8";"LAUTARO";"004";"24/09/2025";"06/10/2025";"$";"N";"";"06/10/2025";"";       16890.00000;           1.00000;      202680.00000;"24/09/2025";"PSV";"SI";0;"00003";"06/10/2025";"004";"006";"37";"PCA926BLAN001";"GL";"";     1657344.00000;"";          12.00000;           0.00000;           0.00000;"GL";          12.00000;           0.00000;           0.00000;"34747";"RETIRA CLIENTE";"GARCES CASSANELLI LTDA";"";"CALLE CARRERA 255";"LAUTARO";"FPN";"OLEO BRILLANTE BLANCO GL.";"0002";"003";"01";"";         127.00000;         127.00000;1;"PCA926BLAN001";"";"";"";
      517039.00000;"NVV";"0000425918";"76415442-8";"LAUTARO";"004";"24/09/2025";"06/10/2025";"$";"N";"";"06/10/2025";"";       14490.00000;           1.00000;      231840.00000;"24/09/2025";"PSV";"SI";0;"00004";"06/10/2025";"004";"006";"37";"PCA907NEGRO01";"GL";"";     1657345.00000;"";          16.00000;           0.00000;           0.00000;"GL";          16.00000;           0.00000;           0.00000;"34747";"RETIRA CLIENTE";"GARCES CASSANELLI LTDA";"";"CALLE CARRERA 255";"LAUTARO";"FPN";"ZINC ACRYL NEGRO GL.";"0001";"003";"01";"";         112.00000;         112.00000;1;"PCA907NEGRO01";"";"";"";
      516246.00000;"NVV";"0000425856";"76449539-k";"";"004";"16/09/2025";"30/09/2025";"$";"N";"";"30/09/2025";"";       29750.00000;           1.00000;     1338750.00000;"16/09/2025";"HUD";"SI";0;"00001";"30/09/2025";"004";"006";"36";"PCA912CO85266";"GL";"";     1654864.00000;"";         180.00000;           0.00000;           0.00000;"BD";          45.00000;           0.00000;           0.00000;"20726";"CAUTIVERIO FELIX 1245 - CONCEPCION OBRA PEUMAYEN CAMINO LOMAS DE SAN SEBASTIAN";"CONSTRUCTORA PDP SPA";"";"Cauteiverio Feliz 1245 Conjunto Paicavi Brasil";"CONCEPCION";"FPN";"TEXTU EIFS G-25 COD 8526 4 GALONES";"0004";"003";"";"";           0.00000;           0.00000;0;"PCA912CO85266";"";"";"";
      516455.00000;"NVV";"0000425872";"76531654-5";"";"004";"22/09/2025";"02/10/2025";"$";"N";"";"02/10/2025";"";       21160.00000;           1.00000;       84640.00000;"22/09/2025";"CLC";"SI";0;"00001";"02/10/2025";"004";"006";"38";"PCA922BLAN001";"GL";"";     1655532.00000;"";           4.00000;           0.00000;           0.00000;"GL";           4.00000;           0.00000;           0.00000;"";"PICARTE 2479 - VALDIVIA";"FERROSUR CHILE SPA";"";"AV. RAMON PICARTE 2479";"VALDIVIA";"FPN";"ESMALTE SINTETICO BLANCO GL.";"0002";"003";"01";"";          77.99900;          77.99900;1;"PCA922BLAN001";"";"";"";
      516455.00000;"NVV";"0000425872";"76531654-5";"";"004";"22/09/2025";"02/10/2025";"$";"N";"";"02/10/2025";"";       21160.00000;           1.00000;       84640.00000;"22/09/2025";"CLC";"SI";0;"00002";"02/10/2025";"004";"006";"38";"PCA922NEGRO01";"GL";"";     1655533.00000;"";           4.00000;           0.00000;           0.00000;"GL";           4.00000;           0.00000;           0.00000;"";"PICARTE 2479 - VALDIVIA";"FERROSUR CHILE SPA";"";"AV. RAMON PICARTE 2479";"VALDIVIA";"FPN";"ESMALTE SINTETICO NEGRO GL.";"0002";"003";"01";"";         130.00000;         130.00000;0;"PCA922NEGRO01";"";"";"";
      516455.00000;"NVV";"0000425872";"76531654-5";"";"004";"22/09/2025";"02/10/2025";"$";"N";"";"02/10/2025";"";        5530.00000;           1.00000;       33180.00000;"22/09/2025";"CLC";"SI";0;"00003";"02/10/2025";"004";"006";"38";"PCA922BLAN002";"GL";"";     1655534.00000;"";           1.50000;           0.00000;           0.00000;"04";           6.00000;           0.00000;           0.00000;"";"PICARTE 2479 - VALDIVIA";"FERROSUR CHILE SPA";"";"AV. RAMON PICARTE 2479";"VALDIVIA";"FPN";"ESMALTE SINTETICO BLANCO 1/4";"0002";"003";"01";"";          14.75000;          59.00000;0;"PCA922BLAN002";"";"";"";
      516455.00000;"NVV";"0000425872";"76531654-5";"";"004";"22/09/2025";"02/10/2025";"$";"N";"";"02/10/2025";"";        5530.00000;           1.00000;       33180.00000;"22/09/2025";"CLC";"SI";0;"00004";"02/10/2025";"004";"006";"38";"PCA922NEGRO02";"GL";"";     1655535.00000;"";           1.50000;           0.00000;           0.00000;"04";           6.00000;           0.00000;           0.00000;"";"PICARTE 2479 - VALDIVIA";"FERROSUR CHILE SPA";"";"AV. RAMON PICARTE 2479";"VALDIVIA";"FPN";"ESMALTE SINTETICO NEGRO 1/4";"0002";"003";"01";"";          10.75000;          43.00000;0;"PCA922NEGRO02";"";"";"";
      516455.00000;"NVV";"0000425872";"76531654-5";"";"004";"22/09/2025";"02/10/2025";"$";"N";"";"02/10/2025";"";       17790.00000;           1.00000;       71160.00000;"22/09/2025";"CLC";"SI";0;"00005";"02/10/2025";"004";"006";"38";"PCA926CAFE001";"GL";"";     1655536.00000;"";           4.00000;           0.00000;           0.00000;"GL";           4.00000;           0.00000;           0.00000;"";"PICARTE 2479 - VALDIVIA";"FERROSUR CHILE SPA";"";"AV. RAMON PICARTE 2479";"VALDIVIA";"FPN";"OLEO BRILLANTE CAFE MORO GL.";"0002";"003";"01";"";          26.00000;          26.00000;0;"PCA926CAFE001";"";"";"";
      516455.00000;"NVV";"0000425872";"76531654-5";"";"004";"22/09/2025";"02/10/2025";"$";"N";"";"02/10/2025";"";       17790.00000;           1.00000;       71160.00000;"22/09/2025";"CLC";"SI";0;"00006";"02/10/2025";"004";"006";"38";"PCA926NEGRO01";"GL";"";     1655537.00000;"";           4.00000;           0.00000;           0.00000;"GL";           4.00000;           0.00000;           0.00000;"";"PICARTE 2479 - VALDIVIA";"FERROSUR CHILE SPA";"";"AV. RAMON PICARTE 2479";"VALDIVIA";"FPN";"OLEO BRILLANTE NEGRO GL.";"0002";"003";"01";"";          10.00000;          10.00000;1;"PCA926NEGRO05";"";"";"";
      516455.00000;"NVV";"0000425872";"76531654-5";"";"004";"22/09/2025";"02/10/2025";"$";"N";"";"02/10/2025";"";        4790.00000;           1.00000;       28740.00000;"22/09/2025";"CLC";"SI";0;"00007";"02/10/2025";"004";"006";"38";"PCA926CAFE002";"GL";"";     1655538.00000;"";           1.50000;           0.00000;           0.00000;"04";           6.00000;           0.00000;           0.00000;"";"PICARTE 2479 - VALDIVIA";"FERROSUR CHILE SPA";"";"AV. RAMON PICARTE 2479";"VALDIVIA";"FPN";"OLEO BRILLANTE CAFE MORO 1/4";"0002";"003";"01";"";         132.00000;          78.00000;1;"PCA926CAFE002";"";"";"";
      516455.00000;"NVV";"0000425872";"76531654-5";"";"004";"22/09/2025";"02/10/2025";"$";"N";"";"02/10/2025";"";       17990.00000;           1.00000;       71960.00000;"22/09/2025";"CLC";"SI";0;"00008";"02/10/2025";"004";"006";"38";"PCA910BLAN001";"GL";"";     1655539.00000;"";           4.00000;           0.00000;           0.00000;"GL";           4.00000;           0.00000;           0.00000;"";"PICARTE 2479 - VALDIVIA";"FERROSUR CHILE SPA";"";"AV. RAMON PICARTE 2479";"VALDIVIA";"FPN";"OLEO OPACO BLANCO GL.";"0002";"003";"01";"";          85.00000;          85.00000;1;"PCA910BLAN001";"";"";"";
      516455.00000;"NVV";"0000425872";"76531654-5";"";"004";"22/09/2025";"02/10/2025";"$";"N";"";"02/10/2025";"";       17990.00000;           1.00000;       71960.00000;"22/09/2025";"CLC";"SI";0;"00009";"02/10/2025";"004";"006";"38";"PCA910NEGRO01";"GL";"";     1655540.00000;"";           4.00000;           0.00000;           0.00000;"GL";           4.00000;           0.00000;           0.00000;"";"PICARTE 2479 - VALDIVIA";"FERROSUR CHILE SPA";"";"AV. RAMON PICARTE 2479";"VALDIVIA";"FPN";"OLEO OPACO NEGRO 910 GL.";"0002";"003";"";"";           0.00000;           0.00000;0;"PCA910NEGRO01";"";"";"";
